"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"158","BCGA-Q2-676A",158,4,7,3,77,10.01,"Aniketh","Samson",29.38,23.92,"Medium","Medium"
"152","BCGA-Q2-670A",152,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"29","TCGA-A2-A0D1",29,2,4,1,55,5.79,"Vishal","Mathew",16.37,13.238,"Medium","Medium"
"2","TCGA-A2-A0CM",2,2,2,0,34,2.98,"Prakash","John",8.84,7.172,"Low","Low"
"114","BCGA-I2-629A",114,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"1","TCGA-A2-A0T2",1,1,1,0,20,1.55,"Bikas","Sam",4.48,3.625,"Low","Low"
"35","TCGA-AR-A0TX",35,1,1,0,24,1.63,"Suresh","Mathew",4.56,3.677,"Low","Low"
"18","TCGA-AR-A1AQ",18,1,1,0,23,1.61,"Prakash","John",4.54,3.664,"Low","Low"
"46","TCGA-BH-A0HK",46,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"86","TCGA-AO-A0JM",86,2,4,0,43,5.36,"Bikas","Mathew",15.56,12.569,"Medium","Medium"
"128","BCGA-Q2-637A",128,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"149","BCGA-Q2-667A",149,3,4,0,33,5.21,"Suresh","Sam",16.17,13.164,"Low","Medium"
"48","TCGA-BH-A0HP",48,2,3,2,26,4.3,"Bikas","John",13.09,10.734,"Low","Medium"
"31","TCGA-AO-A0JE",31,2,2,0,13,2.56,"Aniketh","Donald",8.42,6.899,"Low","Medium"
"51","TCGA-A2-A0YF",51,3,2,0,33,3.01,"Aniketh","Mike",9.63,7.884,"Low","Medium"
"22","TCGA-C8-A134",22,2,2,0,33,2.96,"Shalini","Philip",8.82,7.159,"Low","Low"
"75","TCGA-BH-A18U",75,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"148","BCGA-Q2-666A",148,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"17","TCGA-AR-A0U4",17,4,6,2,76,8.7,"Bikas","Sam",25.52,20.754,"Medium","Medium"
"119","BCGA-G2-634A",119,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"116","BCGA-B2-631A",116,5,8,2,108,11.59,"Aniketh","Mathew",33.51,27.175,"Medium","Medium"
"47","TCGA-A7-A0CD",47,4,4,2,57,6.12,"Suresh","Philip",18.6,15.227,"Medium","Medium"
"112","BCGA-G2-627A",112,11,15,6,177,21.73,"Sunil","Philip",64.92,52.954,"High","High"
"21","TCGA-C8-A131",21,4,5,2,80,7.68,"Akash","Mathew",22.33,18.166,"Medium","Medium"
"79","TCGA-A7-A0CJ",79,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"94","TCGA-AN-A0AM",94,4,5,0,59,6.88,"Haresh","Samson",20.77,16.867,"Medium","Medium"
"41","TCGA-C8-A130",41,1,1,0,18,1.51,"Ajay","Sam",4.44,3.599,"Low","Low"
"55","TCGA-A2-A0YD",55,7,6,2,67,8.67,"Vinay","Samson",27.77,22.812,"Medium","Medium"
"88","TCGA-A8-A06N",88,3,10,2,111,13.75,"Vinay","John",38.49,31.044,"Medium","Medium"
"62","TCGA-A2-A0EX",62,7,15,3,187,21.16,"Sunil","Mathew",60.17,48.645,"High","High"
"147","BCGA-Q2-665A",147,11,13,3,159,18.6,"Prakash","Donald",56.31,45.901,"High","High"
"151","BCGA-Q2-669A",151,11,14,2,153,19.39,"Prakash","Donald",58.89,47.95,"High","High"
"143","BCGA-Q2-660A",143,1,2,0,29,2.83,"Aniketh","Philip",7.93,6.382,"Low","Low"
"105","TCGA-E2-A15A",105,4,5,1,67,7.23,"Aniketh","Samson",21.5,17.484,"Medium","Medium"
"111","BCGA-G2-626A",111,3,2,0,71,3.77,"Akash","Samson",10.39,8.378,"Medium","Low"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"87","TCGA-AO-A12B",87,6,11,8,155,17.02,"Vishal","Mike",48.49,39.509,"High","High"
"40","TCGA-C8-A12Z",40,5,2,0,76,3.97,"Akash","Samson",12.11,9.893,"Medium","Medium"
"28","TCGA-BH-A0EE",28,2,2,0,27,2.84,"Tanmoy","Samson",8.7,7.081,"Low","Low"
"117","BCGA-V2-632A",117,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"104","TCGA-C8-A12W",104,2,3,0,30,4,"Vinay","Philip",12.03,9.76,"Low","Medium"
"15","TCGA-AN-A0AL",15,4,7,2,89,10.06,"Sunil","Samson",29.05,23.563,"Medium","Medium"
"139","BCGA-Q2-656A",139,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"157","BCGA-Q2-675A",157,28,33,24,317,48.6,"Sunil","Philip",150.61,123.853,"High","High"
"68","TCGA-AR-A1AW",68,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"82","TCGA-A2-A0EY",82,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"155","BCGA-Q2-673A",155,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"53","TCGA-A2-A0T6",53,8,16,3,197,22.51,"Raghu","Mike",64.45,52.14,"High","High"
"56","TCGA-A2-A0EV",56,5,8,2,108,11.59,"Aniketh","Mathew",33.51,27.175,"Medium","Medium"
"96","TCGA-AN-A0FK",96,7,12,3,163,17.38,"Tanmoy","Mike",49.88,40.413,"High","High"
"58","TCGA-AO-A0J9",58,6,4,1,41,5.71,"Anil","Mathew",19.33,15.956,"Medium","Medium"
"129","BCGA-O2-637A",129,5,3,1,85,5.44,"Ajay","John",16.13,13.163,"Medium","Medium"
"70","TCGA-BH-A0DG",70,7,15,2,212,21.47,"Tanmoy","Samson",60.1,48.457,"High","High"
"32","TCGA-A2-A0EQ",32,1,1,0,20,1.55,"Vijay","Philip",4.48,3.625,"Low","Low"
"137","BCGA-Q2-654A",137,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"59","TCGA-BH-A0BV",59,2,2,0,23,2.76,"Mohan","Samson",8.62,7.029,"Low","Low"
"100","TCGA-BH-A0BZ",100,2,3,0,49,4.38,"Haresh","Philip",12.41,10.007,"Medium","Low"
"6","TCGA-A7-A0CE",6,1,1,0,43,2.01,"Prakash","Mike",4.94,3.924,"Medium","Low"
"78","TCGA-A7-A13F",78,4,2,1,24,3.07,"Bikas","Donald",10.83,9.005,"Low","Medium"
"140","BCGA-Q2-657A",140,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"126","BCGA-Y2-637A",126,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"101","TCGA-BH-A0C7",101,10,13,6,176,19.46,"Raghu","Samson",57.55,46.936,"High","High"
"3","TCGA-BH-A18V",3,1,1,0,23,1.61,"Sunil","Philip",4.54,3.664,"Low","Low"
